Najdan Krstajić
Vojislava Bogičić
Danica Milojić
Sofronije Opojevlić
Tina Štulić
Slavenka Kavarić
Ivanka Ševarlić
Velibor Jovanić
Stevka Bežanić
Nenad Škeljić
Jelica Stanisavić
Živoratka Androbić
Selena Savurdić
Radoslava Salatić
Njeguš Odadžić
Ozarija Krivokapić
Zagorka Kvržić
Borivoje Vorgić
Negosava Lijeskić
Marijan Rajšić
Prokopije Kamenčić
Anka Roknić
Tomka Backić
Zorana Tasić
Radenko Svetličić
Stanojlo Čelebić
Sanja Setenčić
Dragica Stegić
Sekula Vasikić
Đurica Romanić
Ozrenka Baošić
Drago Vujić
Jugoslav Midić
Dražo Pendić
Mitar Koljančić
Simka Pikić
Dragoslava Šundić
Angelina Nastasić
Nikola Kenjić
Julijan Cvrkotić
Pantelija Dučić
Đurđevka Abdulić
Prvoslava Vavić
Ninoslava Timotić
Spomenka Mušikić
Petronije Penonić
Milijana Terentić
Ratibor Džamić
Makrena Čkovrić
Branko Dumitrikić
Radiša Vlajić
Veselin Garetić
Dušan Skakić
Kosana Dubonjić
Radoman Kretić
Njegovan Broćić
Slobodanka Brborić
Olgica Cucić
Vidosava Veljić
Sara Nikolešić
Pavlija Tarabić
Poljka Jovetić
Nedeljka Ubavkić
Julija Aškrabić
Filip Zorbić
Naum Šišić
Pavlija Žugić
Jefimija Bosiočić
Slavoljub Manjić
Bosiljka Ćajić
Zorana Šušić
Milja Miličić
Radmila Tutorić
Kosovka Redžić
Milinko Lutkić
Darinka Runjajić
Jana Krstonić
Isidora Gačić
Julijan Dubljanić
Pavle Vojčić
Gradiša Soldatić
Tatomir Tupajić
Gaga Vujičić
Joksim Patrnogić
Fotije Protić
Đuro Kežić
Bogdan Radić
Mirko Kumrijić
Vladanka Karpić
Blaženka Jovčić
Cajka Stojšić
Ninoslav Cvrkotić
Buda Petričić
Stanica Kovinić
Marija Tulenčić
Vlastimir Bilibajkić
Srbislava Vizulić
Blagoje Krstić
Ljubinka Belogrlić
Zorislava Risimić
Milesa Tolić
Špiro Jestrotić
Egenija Margitić
Radoman Brujić
Suncica Čulić
Svetislavka Čamdžić
Ljuban Railić
Steva Ilisić
Fedor Pitulić
Vujadin Medić
Varvara Čuturić
Ilija Budnić
Vukadinka Stojankić
Krsman Rumenić
Eleonora Zaburnić
Josif Zuvić
Marijan Zorić
Julija Brekić
Vesna Milojić
Jakša Rnić
Marijan Barić
Bojan Gavranić
Taško Gluvajić
Ružica Šutuljić
Konstantin Odadžić
Lazar Radojičić
Bogoljub Ponjavić
Novica Sevkić
Ljiljana Mikičić
Miroljub Regulić
Divna Kanjerić
Selimir Aksentić
Toda Kizić
Egenija Jovikić
Velislav Svilkić
Mirosava Gloginjić
Stanka Sekanić
Kosovka Glušić
Milentije Gambelić
Ranka Đonlić
Stojanka Kalabić
Nedeljka Bacetić
Danica Drajić
Alimpije Nakić
Gavrilo Ćelić
Jelica Terzić
Mitar Glomazić
Đulijana Lužajić
Jasminka Selenić
Velibor Rekavić
Zora Bodrožić
Jelisaveta Rmandić
Tada Terentić
Drago Tejić
Željko Jelikić
Danilo Vojkić
Ozrenka Ribarić
Raško Gospavić
Jelica Krajšić
Ratko Topalić
Jasmina Ibrić
Mirosava Piperčić
Želimirka Banjalić
Živadin Strahinjić
Sajka Manasić
Magdalena Vrndić
Grujica Bizetić
Eleonora Milakić
Nemanja Živankić
Tomanija Krsmanić
Drgorad Varničić
Desimir Tvrdišić
Tiosav Otić
Đurđa Demić
Cajka Tatić
Olga Zebić
Tatjana Sogonić
Kristina Joknić
Stojan Brndušić
Radule Jokišić
Cvetko Vesnić
Gabrijela Kalendić
Fanija Bajčetić
Zaga Jovakarić
Atanasije Radojičić
Đurđa Bunić
Ljubinka Selinkić
Radoslava Planiničić
Margareta Jonić
Gabrijela Bosiočić
Zorana Varaklić
Jana Roksandić
Spomenko Nuždić
Dragutin Jakonić
Bogosav Bušić
Jordanka Turnić
Ratiborka Kušljić
Makarije Jalovčić
Damjanka Trampić
Mileva Kolundžić
Mitra Čkojić
Mateja Čukarić
Zlatomir Žutić
Danojlo Sapardić
Gavra Kumrić
Vidosava Karajčić
Valerija Jozić
Smilja Simendić
Đura Pančić
Nikolija Polić
Taško Midić
Krsman Trivundić
Saveta Treskić
Slavna Vojčić
Mijalko Tomecić
Svetlana Jergić
Dušana Kvrgić
Nikola Beljić
Danojlo Vukošić
Njegovan Grubišić
Gligorije Kučparić
Zora Maslić
Miroslav Tojić
Vladan Radoičić
Života Šušulić
Svetoje Ilisić
Jana Bukonjić
Velimir Grabljić
Rajko Tuckešić
Metodije Gujaničić
Prvoslav Glušić
Dragoslava Bulić
Katarina Lubardić
Lola Kovinić
Ćirilo Gitarić
Radiša Subošić
Slavko Trucić
Jelisavka Bogatić
Javorka Krtinić
Branimir Stranatić
Ljubomirka Šivčić
Isidora Šajtovidžić
Prokopije Mirosavić
Predrag Vanušić
Živan Majkić
Gruja Zlovarić
Julijana Njegušić
Isak Dramlić
Njegosava Zlajić
Budimir Jokišić
Teohar Poljčić
Radinka Stepandić
Evica Raducić
Vukašin Opricić
Cvetanka Bradić
Leontijr Aperlić
Sandra Vujotić
Borivoje Krdžić
Radojla Ješić
Buda Pernić
Lela Vranić
Svetolik Garalejić
Radoljub Selić
Lola Marinčić
Božidar Lišančić
Dušana Bončić
Aleksandra Pericić
Danica Josić
Njegoje Šunjevarić
Stojmen Dugić
Hranislav Nikić
Dejan Vlašić
Goca Vojčić
Hranislavka Bajčetić
Josif Vujinić
Borislav Pelkić
Zdravko Viorikić
Radomir Milijić
Tadija Kebeljić
Kojadin Žutić
Živoratka Vukazić
Glorija Porčić
Joksim Luburić
Toša Dikić
Stanislava Rosić
Avram Bukušić
Đurđina Lolić
Katica Rogulić
Radoš Purišić
Ljubiša Jasnić
Dobrosav Pelkić
Zoran Glavendekić
Sonja Erčić
Ranđa Bešlić
Milanko Krančić
Melentije Makragić
Vukadinka Jovandić
Toša Krdžić
Jelena Mikucić
Nikolija Markišić
Milena Kandić
Tada Vasikić
Đoka Bijelić
Igor Relić
Saveta Graočankić
Milinko Čajić
Obrad Stijepčić
Željko Džamić
Cane Bižić
Mileva Šubarić
Branko Zrakić
Čeda Miljić
Sredoje Stepanić
Živorad Kukavčić
Jerotije Savić
Bogosav Šorgić
Emil Topić
Časlav Folić
Đorđe Šutuljić
Nenad Loncić
Ratomir Bulić
Živanka Kusturić
Dragoljub Tešić
Zorislava Savičić
Uglješa Krestić
Blagoje Vlaketić
Obradinka Kvržić
Alimpije Kužić
Simeon Arsenić
Cane Bobić
Smiljana Gerzić
Ratko Kutlašić
Emilijan Andrijanić
Sojka Stelkić
Isak Skulić
Branko Aljančić
Ognjen Kolundžić
Spasenija Ševkušić
Dragomir Divčić
Pajka Rendulić
Dragojla Olarić
Stokan Jakšić
Damjanka Malenić
David Jovišić
Dobrilo Guskić
Tomislav Jelušić
Ratomir Deletić
Aćim Simonić
Dobrila Cakić
Pavle Vučetić
Milivoj Đenadić
Sreten Bojić
Milutin Nedinić
Vukosava Vulikić
Milinko Jagličić
Buda Džikić
Hristivoje Opricić
Gavra Jerinić
Vojin Pletikosić
Đokica Pualić
Dejan Maudić
Stanimir Stojičić
Cvetomir Terentić
Nevena Florikić
Sotir Petrušić
Ljubo Popadić
Uranko Savčić
Milka Sebić
Cvetin Dolinić
Leonora Drmanić
Tada Ibročić
Živomir Komarčić
Ćuba Belić
Vekoslav Parlić
Stokan Lukšić
Kuzman Stranatić
Zlatica Zebić
Tihomir Mitrić
Stanica Rutonić
Sandra Ivekić
Violeta Živić
Cvetin Mačić
Ruzmirka Radnić
Danica Poleksić
Hranislavka Penčić
Šale Turudić
Margareta Poznić
Slavenko Glamočić
Aca Čepić
Svetolik Štakić
Dalibor Kanurić
Pajka Jondić
Antonina Kujačić
Stojanka Drobić
Miladinka Kavarić
Ilija Lazičić
Novka Jerinić
Sonja Vajkarić
Teodosije Putić
Koviljka Obrić
Ekatarina Vergić
Dunja Borotić
Jezdimir Malinić
Jelika Tupajić
Arsenije Jakšić
Drago Rodić
Nastasija Čivčić
Gradimir Strojić
Leontijr Kolavčić
Egenija Trifić
Vukica Golemić
Radenko Selenić
Njegovan Kvekić
Sava Škodrić
Petko Gudurić
Stanica Piperčić
Jelica Ristikić
Milena Mitrušić
Dragojlo Jelašić
Gruja Plisnić
Živoslavka Gromilić
Stojka Spurnić
Rajica Farkić
Marko Matičić
Stanimir Misić
Milja Štatkić
Stole Bratić
Veliborka Jelikić
Hristivoje Rakulić
Svetlana Vlastić
Hristina Jelačić
Ljubomir Kevkić
Igor Simurdić
Ilinka Ičelić
Grozdan Kožokić
Filipinka Dumonić
Sima Drulić
Draginja Kutlašić
Dragoslava Potrebić
Angelina Kožokić
Željko Zlatić
Đurica Đuknić
Varvara Pekić
Jadranka Cvejić
Liza Čokić
Mirko Porobić
Prerad Jovanikić
Ćirilo Mudrić
Njegosav Stopić
Filiman Bogdanić
Jelisije Ćujić
Leontijr Balšić
Višeslav Blešić
Antonije Lapčić
Ruzmirka Puletić
Stamenko Lentić
Cviko Bećić
Ristivoje Jastrebić
Pauna Riđošić
Kasija Pjanić
Anka Mokrić
Čedomirka Lilkić
Simeuna Egerić
Sretenka Perenić
Dragomir Miklejić
Naum Rubežić
Anica Kulišić
Aleksandar Roškić
Rodoljub Albijanić
Kosara Materić
Tomka Turlikić
Želimir Jonić
Svetislavka Aulić
Marjan Stanetić
Željko Ćušić
Aleksandar Delčić
Milijan Gluvić
Sojka Tripić
Jelika Topalić
Stevka Ačić
Milija Penić
Trivun Maslić
Ćirka Kandić
Perunika Mršić
Slaven Radić
Petko Uršikić
Časlavka Kolicić
Prohor Srdić
Soka Grašić
Stanojka Brborić
Svetislav Nišavić
Miladinka Gardić
Lazar Šijakinjić
Vuksana Diklić
Adam Marčetić
Snežana Penić
Petra Sporić
Miroljub Talić
Julijana Vugdelić
Bogosav Pruginić
Miroslava Frtunić
Zorana Kosanić
Đuro Radanić
Despot Vranić
Grozda Maslarić
Joviša Steljić
Stanka Šošić
Vukašin Prendić
Miloš Kušić
Svetlana Avalić
Bosiljka Škarić
Jagoda Fundić
Tihomir Škrkić
Novko Savandić
Cveta Bijelonić
Bogoljub Ivančić
Radivojka Mitrovčić
Cana Kukrić
Aleksija Bokić
Vera Sperlić
Radmilo Kolobarić
Radojka Žurkić
Isidora Zarić
Vekoslav Rendić
Selena Carić
Grozdana Vlajnić
Caja Sporić
Sredoje Čergić
Bosiljka Punišić
Ljuba Strunić
Grozdana Tekić
Đulijana Derikonjić
Cvijetin Biberdžić
Živkica Zlovarić
Kostadin Ozimić
Ivan Žabić
Maksim Baroševčić
Alimpije Veić
Jasminka Vrugić
Jordan Batić
Makrena Jevđenić
Stole Miletić
Sofija Novičić
Simonida Gegić
Milun Radukić
Trajko Mazalić
Danilo Zrnić
Dobrica Veleušić
Jelisavka Viorikić
Dositej Bjelotomić
Teofan Uglješić
Živojin Baćić
Relja Olarić
Bogdan Sporić
Makrena Bumbić
Njegoš Ušendić
Verka Soldatić
Jevdokija Smolić
Isailo Kusonjić
Stojna Kontić
Naum Čaušić
Božidar Žabić
Eleonora Vujotić
Zaga Šundić
Agnija Glamočić
Danica Vlastić
Magdalena Ankucić
Ivo Ležajić
Lena Milkić
Ignjat Misirkić
Gojko Žunjić
Nemanja Narančić
Sima Šalinić
Gavrilo Mitić
Puriša Berić
Radoljub Fundić
Jelisije Ćirić
Bojan Miovčić
Željka Furnjigić
Sojka Ljubanić
Zoran Ravilić
Dobrosav Trnić
Ratislav Lukačić
Ratka Vujanušić
Soka Fuštić
Prodan Raljić
Persida Brborić
Zvonka Divičić
Vidoje Mrdić
Razumenka Novarlić
Stole Petronić
Đukan Jovalekić
Desimir Dukanić
Isailo Kureljušić
Ekatarina Ušćumlić
Nadežda Ljubanić
Simona Kitić
Ljiljana Garačić
Dragomir Eremić
Radosav Civišić
Jelisije Đakušić
Svetlana Buzejić
Elena Borikić
Žarko Bugarčić
Viktorija Vulezić
Blagomir Plintić
Ivana Škundrić
Gorica Bukušić
Radoljub Vukotić
Novica Denkić
Viktor Bulajić
Trivun Lambulić
Daliborka Dražić
Sima Jozić
Konstantin Orolić
Vladeta Bulić
Sandra Bujić
Sibin Potrebić
Ivo Zinaić
Leposava Pecić
Glorija Vulpić
Pava Njegić
Lola Žeravčić
Ljeposava Kosanić
Miladinka Planinčić
Radoslava Azarić
Radosav Stojanić
Leonida Redžić
Dragomir Ugrinić
Krunoslava Dugić
Doris Bastajić
Cvetanka Čizmić
Oliver Ekmečić
Petrija Sporić
Jevrem Vagić
Steva Guskić
Lilijana Kretić
Sergije Vuksić
Poleksija Škrbić
Gojko Musić
Toplica Vlainić
Ćirka Osmajlić
Stracimir Aćić
Miroljub Besarabić
Laza Apić
Radul Bisić
Prodana Čekić
Milijan Belić
Dobrica Brkić
Lepa Čkrkić
Kosana Rulić
Ratomir Krainčanić
Radiša Zvizdić
Staniša Genčić
Violeta Krnetić
Sojka Buričić
Slavna Prelić
Bojan Krajšić
Gavrilo Ćujić
Feodor Gatarić
Dalibor Stanarčić
Olga Jerosimić
Julka Andesilić
Tada Glumičić
Dragoje Jagodić
Ćira Smoljanić
Aleksija Manasić
Ninko Bačunić
Leonora Mazalić
Stefan Rakić
Vojislav Lošić
Margareta Puslojić
Svetislav Hadži Antić
Vlastimir Ulardžić
Sandra Paleksić
Radojla Bosnić
Živadin Važić
Cane Marčetić
Gradimirka Blendić
Cvetanka Čokonić
Doroteja Vrućinić
Bogdan Brujić
Đurađ Kipić
Leonora Lukajić
Svetlana Bojičić
Lepa Ustić
Taško Gromilić
Zagorka Dunić
Njegosava Jevdoksić
Petrija Čvokić
Zaga Turunčić
Jugoslav Boricić
Željka Zrnić
Vladeta Žikić
Valerija Džopalić
Viktor Jokišić
Sara Mavrić
Božidar Nenić
Milica Gerić
Pavlija Tijeglić
Kadivka Cuckić
Krsman Lupikić
Leposava Jerčić
Milijana Lopatić
Mirosava Veljić
Vera Slavić
Pajka Džopalić
Jefimija Vladić
Dragojla Prigodić
Javorka Kiridžić
Tiosav Stamenić
Đurđevka Perić
Ljilja Jovankić
Lenka Prokopić
Svetolik Pestorić
Feodor Podrić
Borivoje Dostanić
Ugren Ivucić
Danojlo Jakić
Doris Jenić
Antonije Krpić
Luka Čivtelić
Nada Regulić
Bratoljub Mikucić
Jelisavka Marsenić
Antonina Ilibašić
Milena Zatežić
Aca Nogulić
Dositej Klinić
Lenka Pešić
Tešman Likić
Rajica Bobušić
Glorija Sakić
Rajko Jović
Slavenka Želalić
Vukadin Barajić
Miloš Vinokić
Simona Mikić
Slavko Ćurdić
Dražo Čaloveić
Mira Kmezić
Živoslava Momić
Zorana Kanurić
Marijan Misirkić
Verka Radušić
Radoljub Paninčić
Maksim Stankić
Ćira Vujetić
Nedeljko Ivančić
Lena Petkanić
Blaža Bukazić
Tijana Bodrožić
Svetomir Tadić
Živoratka Kečkić
Rajko Pletikosić
Radoje Magić
Dobrosav Erčić
Vladislav Gašić
Dmitar Ribarić
Katarina Raletić
Novak Srnić
Gojko Cmiljić
Momcilo Jaredić
Taško Nedić
Srboljub Kovanušić
Gradimir Blendić
Dubravka Aćimić
Jakša Zisić
Kadivka Ankucić
Ilija Tanikić
Tina Lesendrić
Marko Dangić
Ratko Dragulić
Radivoj Piljagić
Anastasija Vojičić
Svetlana Markelić
Đurica Vulić
Strajin Tanurdžić
Aćim Božić
Todor Petrić
Stojna Ninčić
Puriša Matušić
Spasenija Kmezić
Ranka Bečić
Radoslavka Anić
Makrena Škrnjić
Slaviša Cepančić
Jevrem Mirčetić
Nikolija Makragić
Goran Milić
Sin|elija Dudikić
Ratiborka Čupić
Zlatoje Bilić
Toplica Šundić
Draško Topličić
Doroteja Gačić
Snežana Tatišić
Suncica Đunisić
Zlatomirka Milešić
Cvetin Jovanikić
Hariton Demić
Staniša Gordić
Tugomir Milenić
Boško Margitić
Zlata Đukelić
Vukašin Cucić
Negosava Solujić
Stojiljko Stopić
Stanka Kostić
Predrag Stingić
Milka Delojkić
Jasminka Glavičić
Slaviša Oraovčić
Jordan Malinić
Jagoš Gazibarić
Blaža Gajanić
Milesa Prokopić
Dragana Vujić
Živoratka Koljenšić
Zlatomir Tomanić
Vukašin Mališić
Slavica Stanušić
Momir Topić
Smiljana Savić
Fotije Velojić
Milentije Stefić
Đoka Sunarić
Ninko Duškić
Novka Sredić
Stojka Malinić
Ratiborka Pilindavić
Filotej Dučić
Ristivoj Miljić
Zoran Sporić
Peladija Matušić
Višeslav Jogrić
Vidoje Raletić
Kristina Regodić
Živoslava Žiletić
Ratislav Đajić
Draginja Becić
Ekatarina Otić
Stokan Folić
Ekatarina Kopitić
Marinko Vakičić
Konstantin Borjanić
Milojko Jutrić
Elena Vujisić
Vukašin Vanušić
Divna Dražić
Kleopatra Morokvašić
Sretoje Paunić
Petruška Šulejić
Ivana Raduljčić
Goca Trampić
Dragojla Vulpić
Stojko Milušić
Laza Vlastić
Ljubomirka Balucić
Milojka Čestić
Aleksija Grujić
Jovan Kolundžić
Ekatarina Rajačić
Ljiljana Karaleić
Trajko Kurčubić
Sredoje Gvoić
Trifun Glintić
Ružica Marčić
Slavenko Folić
Glorija Leposavić
Radivoj Prokopić
Neško Radeljić
Strajin Riđošić
Marko Sikimić
Pavle Njegić
Vasilija Osmajlić
Ćile Pljevaljčić
Ljubo Bojkić
Divna Soknić
Cajka Perendić
Milun Lakonić
Marija Vulešić
Jasna Skokić
Dobrosav Mudrić
Tatjana Radetić
Persida Pačkić
Vukajlo Gazibarić
Trivun Radulić
Živana Nadaškić
Staniša Dostanić
Obradin Gospavić
Mihailo Vezurić
Ratomir Šorgić
Olivera Jašić
Ranđel Vulešić
Dragica Brašić
Rastko Lozanić
Lidija Beksedić
Njegoslava Boricić
Vukadin Lapčić
Feodor Kirić
Magdalena Lopatić
Slaviša Varezić
Lola Glamočić
Una Đinđić
Lena Jockić
Zlatomirka Kavalić
Branko Gradić
Dušana Nojkić
Bojan Krestić
Dragana Boldeskić
Radonja Kesić
Radivoj Dudunić
Josif Olarić
Jezdimir Pašić
Svetomir Ananić
Vasilija Ćajić
Ljiljana Leburić
Vladeta Vesić
Dušanka Janojlić
Sojka Otić
Elizabeta Košutić
Stojanka Teodosić
Tamara Cvikić
Vukota Apelić
Lazar Buharić
Živko Konjikušić
Cvijo Stankulić
Olgica Timilić
Svetislav Niškić
Ivica Lolić
Ranka Galić
Miladin Frtunić
Sretenka Vidarić
Vukadin Voćkić
Ignjatije Galonić
Vukan Kaldesić
Tatjana Šarančić
Poleksija Turunčić
Ninoslava Soskić
Đurđevka Ekmedžić
Cvijo Takić
Jevdokija Gačić
Stanojlo Kordić
Gavra Travorić
Stojana Atlagić
Ozarija Žurkić
Anica Saratlić
Kostadinka Milotić
Milojko Mindić
Njegosava Banjičić
Živadin Drčelić
Ozrenka Sovrić
Ivka Bastašić
Ivan Kokerić
Ekatarina Gavrić
Soka Miličić
Svetolik Slović
Sibinka Anđelić
Stevan Paranosić
Ekatarina Jocić
Marija Diklić
Poleksija Bačlić
Bratislav Ploskić
Velimir Trnić
Trajanka Umetić
Miroljub Simišić
Branislava Masoničić
Soja Novalušić
Leposava Glibetić
Bogdanka Nikšić
Milesa Vukotić
Stanica Otić
Rodoljub Šakotić
Lepoje Bubonjić
Sotir Jutrić
Živodarka Gmizić
Ratka Pavlić
Janovka Grbić
Živoslavka Simanić
Ćetko Tomonjić
Emilijan Draginčić
Vesna Žarkić
Nina Garetić
Kirilo Tmušić
Ruža Bajičić
Biserka Stjepić
Jevrem Pepić
Živoslava Rajičić
Gruja Bajčić
Gruja Krtinić
Emilija Džekulić
Budimir Maljurić
Svetislav Kruškonjić
Ivka Bogetić
Radenko Barbucić
Ana Nikoletić
Živoratka Cakeljić
Gradiša Mionić
Uglješa Cuparić
Petar Jontić
Ranđel Oliverić
Petra Jesretić
Leposava Kurušić
Razumenka Jevđenić
Mirosava Kužić
Todora Elčić
Radoslava Brezić
Ninoslav Kuburić
Blaža Drobić
Ranđa Nogić
Fema Kosorić
Obradinka Pudarić
Jevrosima Vučendić
Ranko Lungić
Simeuna Kokerić
Sibin Podinić
Verka Padić
Mateja Trivunić
Ugren Oljačić
Radenka Milikšić
Kristina Davinić
Momcilo Pikić
Ćirilo Lepojić
Svetislavka Ristanić
Atanasije Gladić
Nevenka Polić
Borislav Piletić
Moša Dugalić
Tadija Jovičić
Tadija Sarić
Simeon Draganić
Tomka Bečelić
Timotije Koljančić
Aleksija Milekić
Nenad Varaklić
Tanasko Stojačić
Jefimija Berdić
Kruna Vukazić
Lara Nebrigić
Damjan Gazibarić
Jelka Lovrić
Dobrašin Milešić
Dobrosav Tešić
Tanasije Plazinić
Vekoslav Ćustić
Đurđevka Vučinić
Živoslavka Jovalekić
Ristivoje Mavrić
Vojislav Talpešić
Stokan Đurkić
Dušica Pajagić
Danica Bikić
Svetolik Jorgonić
Georgije Ćurić
Ilija Rosić
Tanja Galamić
Dositej Bukušić
Vojislav Buljugić
Sanja Jovelić
Mitra Vladnić
Branko Kulić
Krstan Dulikravić
Stevka Pečeničić
Dimitrije Mališić
Stepan Čojčić
Krsta Tičić
Gordana Egerić
Aleksandra Gutić
Ljilja Krsmančić
Đoka Lejić
Zdravka Kolobarić
Čeda Kordić
Zorica Jergić
Ubavka Rogonjić
Ratibor Kurdulić
Života Paprić
Stamenka Prokić
Zlatomirka Ličinić
Boško Čokonić
Blagomir Stančetić
Ćile Budić
Eva Rančić
Mirosava Stožinić
Damjan Sinđić
Vojin Aničić
Takosava Bijanić
Đurđevka Mandić
Zorica Kalajić
Ljubomir Vuičić
Olgica Gilić
Julijan Rosandić
Trajanka Pirgić
Damjanka Grabovčić
Jelika Dašić
Đurđevka Rendić
Sekula Tunić
Živojin Slavić
Ljubivoje Biserić
Ćirka Fatić
Darko Batinić
Verka Pruginić
Goca Vukomančić
Miroslav Džunić
Želimirka Tijanić
Natalija Roksić
Tamara Zjajić
Peladija Veić
Despot Karagić
Teohar Soprenić
Dubravka Mikšić
Veselin Džunić
Janovka Krančić
Makrena Putić
Ratislav Aškrabić
Blagoje Zlajić
Jakov Mitić
Đurđina Bukonjić
Branko Krnetić
Veselinka Nakalamić
Verka Lubardić
Stojka Borotić
Svetomir Bilkić
Stamenko Vilotić
Tada Pončić
Vukosav Grujičić
Mijat Studić
Ćanka Borčić
Vuk Radojičić
Drago Baltić
Tatjana Sabljić
Ratka Pelkić
Lara Dolinić
Oliverka Maslovarić
Vladislav Šćekić
Miroljub Plavić
Ruža Narančić
Vukota Komlenić
Stojiljko Đaletić
Bogdanka Džinić
Elena Drakulić
Todor Stanisavić
Goca Karavidić
Obrenija Vujić
Jadranka Murišić
Ranka Radivojšić
Miomir Ašćerić
Milijan Jozić
Stojna Filčić
Mašinka Ijačić
Sreten Prokopić
Teodor Burčić
Ignjat Gentić
Persa Gloginjić
Gaga Medić
Veljko Dardić
Isidora Bebić
Avram Savkić
Sekula Mandinić
Georgije Ojdanić
Petra Lentić
Jana Sporić
Ćile Grkinić
Stanislava Anđić
Novka Kmezić
Soka Vardalić
Ivka Nogić
Danilo Šćekić
Blaženka Zorkić
Emilija Sinđić
Ranko Karličić
Ilinka Borovinić
Željko Kurčubić
Grozdana Ratić
Strajin Vladičić
Dragojla Raketić
Svetozar Kurčubić
Dragiša Smiljić
Dušan Caričić
Hariton Žeravčić
Siniša Stojanić
Melenija Vladejić
Ljubinka Čizmić
Jagoš Aćić
Puniša Glavičić
Kadivka Inđić
Cajka Nevenić
Draško Trajkić
Pavlija Pašić
Radovan Boštrunić
Suncica Dumnić
Sofronije Baveljić
Uranko Tmušić
Marijan Ležaić
Veliborka Stanetić
Radojka Borišić
Evica Sušić
Tatjana Smikić
Slobodan Drinić
Kosana Karkalić
Čubrilo Sekanić
Milenija Vašalić
Teodora Backić
Stamena Stojnić
Vera Pajić
Marija Mutavdžić
Aleksija Tatišić
Srbijanka Odavić
Jelena Kvakić
Dmitar Sjeničić
Milutin Đurnić
Milun Gajtanić
Damjan Gujaničić
Živko Gazdić
Radivojka Jurišić
Manojlo Nišić
Prokopije Penonić
Mašinka Likodrić
Dragan Jovančić
Milojko Gromilić
Ratko Midić
Radojlo Pendić
Darinka Glibić
Rumenka Mijačić
Srbijanka Kažić
Lale Pejić
Stojka Ugričić
Persa Pravdić
Mijalko Aperlić
Božana Knjeginjić
Slobodan Bradarić
Vukašin Padić
Ćana Gordić
Njegosava Mikonjić
Đurđevka Metlić
Toša Ćirjanić
Ivo Stanojčić
Uglješa Sofranić
Dobrinka Balucić
Melenija Batizić
Zlatoje Trifunjagić
Srbislav Đidić
Gaga Čepić
Mirosava Brkanlić
Njegovan Krekić
Želimir Kožokić
Mirosava Labotić
Trivun Komjenić
Vladislav Jovkić
Momcilo Padić
Ćile Šćekić
Kasija Lukendić
Ivka Batnožić
Stole Trifić
Ana Novarlić
Leonora Kovčić
Tatjana Rajšić
Melentije Duletić
Bogdanka Taricić
Filiman Sarić
Kostadin Biščić
Makrena Vukeljić
Aleksija Milekić
Vukan Odadžić
Maksim Džunić
Ivko Gojačić
Njegoje Ordagić
Sretenka Jalić
Julijana Dragulić
Stojiljko Mažić
Helena Kujundžić
Kosovka Trišić
Ivka Kuljančić
Julijan Dunčić
Radosav Brezić
Živoratka Štakić
Radojica Piperčić
Svetolik Džiknić
Ratislav Kutlešić
Živana Perucić
Predrag Katić
Dobrilo Mijačić
Đulijana Žiletić
Miroslava Rajšić
Radoš Drmanić
Teodora Stanačić
Đurđe Remetić
Lela Vasikić
Gordana Mrkajić
Ivona Lejić
Stanojka Vukomančić
Zvonka Sušić
Nedeljko Njegrić
Vlajko Šavelić
Zaviša Jalovčić
Violeta Bunardžić
Radivoje Stoičić
Ninoslava Čočurić
Hariton Božanić
Dragana Rajičić
Nastasija Lungić
Petra Riboškić
Stanika Paunić
Justin Davogić
Isak Peličić
Zlatica Krotić
Stole Kendrišić
Ljuba Tufegdžić
Nina Rnić
Dragoje Sumenić
Jelisaveta Bastaić
Matija Avdulić
Đurađ Florić
Radomirka Škondrić
Božidar Jovakarić
Nemanja Latinčić
Zdravko Slović
Tanasko Stegić
Sava Pejičić
Grozda Kulundžić
Kostadin Radančić
Darko Abramić
Novica Vučinić
Radinka Stevčić
Dražo Dimić
Leposava Bašić
Bosiljka Vučelić
Koviljka Tovljanić
Toša Ćujić
Božana Leontić
Ilinka Lentić
Oliver Malečić
Gordana Ušćumlić
Jelisavka Rošogić
Živadin Jokanić
Jana Jevđenić
Cvijetin Umetić
Prvoslavka Sretić
Adam Zelić
Slavenko Trivundić
Đura Miloičić
Ćile Letić
Todor Derikravić
Stevanija Savandić
Egenija Javorić
Čubrilo Jovakarić
Tanasije Lejić
Ranko Dumonić
Ivka Poljčić
Kasija Plavkić
Aleksandra Jakišić
Lepa Udovičić
Filipa Buljubašić
Ranko Vemić
Vuksana Kovjenić
Daliborka Sinđić
Milojko Karamučić
Radenko Đumić
Vlastimir Brusić
Filipinka Sibinčić
Stoja Čavrić
Milijan Pekić
Danojlo Batizić
Slobodan Šević
Vesna Bušetić
Ivona Klisić
Šale Sojkić
Radojica Pecić
Svetolik Smiljkić
Bane Bubić
Svetozar Kučparić
Radomirka Jukić
Stanojla Gambelić
Slavko Borongić
Divna Ušćumlić
Teodor Šoškić
Stokan Čajić
Živanko Margitić
Selena Špirić
Ljiljana Braletić
Ljuban Teodosić
Radoš Mikelić
Vitomir Batizić
Lepoje Kilić
Joviša Kapičić
Stanojka Koljajić
Živoslavka Tufonić
Snežana Varcagić
Blaginja Mračić
Agnija Biljić
Anastasija Kulišić
Jelisaveta Ciglić
